Country/Region,ObservationDate,Province/State,Confirmed,Deaths,Recovered
US,7/17/2020,North Carolina,95570,1623,0
US,7/17/2020,North Dakota,4792,90,0
Russia,7/17/2020,North Ossetia - Alania Republic,4320,67,3743
UK,7/17/2020,Northern Ireland,5834,556,0
US,7/17/2020,Northern Mariana Islands,37,2,0
Australia,7/17/2020,Northern Territory,31,0,29
Canada,7/17/2020,Northwest Territories,5,0,5
Canada,7/17/2020,Nova Scotia,1067,63,1002
Russia,7/17/2020,Novgorod Oblast,3489,63,1840
Russia,7/17/2020,Novosibirsk Oblast,7845,160,5868
Chile,7/17/2020,Nuble,3095,52,2619
Mexico,7/17/2020,Nuevo Leon,11411,638,8967
Chile,7/17/2020,OHiggins,9163,164,7602
Mexico,7/17/2020,Oaxaca,8374,790,7135
Ukraine,7/17/2020,Odessa Oblast,2435,32,1081
India,7/17/2020,Odisha,16110,83,11330
US,7/17/2020,Ohio,72280,3112,0
Japan,7/17/2020,Oita,60,1,59
Japan,7/17/2020,Okayama,34,0,28
Japan,7/17/2020,Okinawa,152,7,141
US,7/17/2020,Oklahoma,24140,445,0
Russia,7/17/2020,Omsk Oblast,5172,47,2972
Canada,7/17/2020,Ontario,39164,2790,34754
Sweden,7/17/2020,Orebro,2452,170,0
US,7/17/2020,Oregon,13802,254,0
Russia,7/17/2020,Orel Oblast,5240,77,3815
Russia,7/17/2020,Orenburg Oblast,5352,33,4013
Japan,7/17/2020,Osaka,2245,86,1830
Sweden,7/17/2020,Ostergotland,3447,239,0
Netherlands,7/17/2020,Overijssel,3137,311,0
Italy,7/17/2020,P.A. Bolzano,2682,292,2289
Italy,7/17/2020,P.A. Trento,4881,405,4460
Spain,7/17/2020,Pais Vasco,14177,1563,16160
Brazil,7/17/2020,Para,135164,5448,121941
Brazil,7/17/2020,Paraiba,66347,1446,24390
Brazil,7/17/2020,Parana,51321,1292,18419
Peru,7/17/2020,Pasco,1430,34,0
US,7/17/2020,Pennsylvania,104079,7004,0
Russia,7/17/2020,Penza Oblast,5919,70,5244
Russia,7/17/2020,Perm Krai,4803,103,3808
Brazil,7/17/2020,Pernambuco,77423,5869,53970
Brazil,7/17/2020,Piaui,37057,1065,36602
Italy,7/17/2020,Piemonte,31530,4119,26555
Peru,7/17/2020,Piura,19252,867,0
Ukraine,7/17/2020,Poltava Oblast,347,13,307
Japan,7/17/2020,Port Quarantine,444,1,219
Russia,7/17/2020,Primorsky Krai,5380,61,4054
Canada,7/17/2020,Prince Edward Island,36,0,29
Russia,7/17/2020,Pskov Oblast,3354,42,2156
India,7/17/2020,Puducherry,1832,25,1014
Mexico,7/17/2020,Puebla,15495,1929,12690
US,7/17/2020,Puerto Rico,11120,177,0
Italy,7/17/2020,Puglia,4547,548,3929
India,7/17/2020,Punjab,9442,239,6373
Pakistan,7/17/2020,Punjab,89465,2067,65009
Peru,7/17/2020,Puno,1279,42,0
Colombia,7/17/2020,Putumayo,155,11,13
Mainland China,7/17/2020,Qinghai,18,0,18
Canada,7/17/2020,Quebec,57142,5647,49939
Australia,7/17/2020,Queensland,1071,6,1059
Mexico,7/17/2020,Queretaro,2790,398,2044
Colombia,7/17/2020,Quindio,208,5,155
Mexico,7/17/2020,Quintana Roo,5781,767,4075
India,7/17/2020,Rajasthan,27789,546,20626
US,7/17/2020,Recovered,0,0,1107204
France,7/17/2020,Reunion,614,3,472
Germany,7/17/2020,Rheinland-Pfalz,7278,238,6781
US,7/17/2020,Rhode Island,17793,990,0
Brazil,7/17/2020,Rio Grande do Norte,41303,1526,3441
Brazil,7/17/2020,Rio Grande do Sul,46710,1166,38935
Brazil,7/17/2020,Rio de Janeiro,135230,11919,115201
Colombia,7/17/2020,Risaralda,926,21,476
Ukraine,7/17/2020,Rivne Oblast,4940,84,3395
Brazil,7/17/2020,Rondonia,29117,686,17983
Brazil,7/17/2020,Roraima,25007,425,8242
Russia,7/17/2020,Rostov Oblast,11214,178,8745
Russia,7/17/2020,Ryazan Oblast,5843,23,4946
Germany,7/17/2020,Saarland,2827,174,2593
Germany,7/17/2020,Sachsen,5485,225,5225
Germany,7/17/2020,Sachsen-Anhalt,1941,62,1820
Japan,7/17/2020,Saga,45,0,47
France,7/17/2020,Saint Barthelemy,6,0,6
Russia,7/17/2020,Saint Petersburg,28906,1728,22051
France,7/17/2020,Saint Pierre and Miquelon,4,0,1
Japan,7/17/2020,Saitama,1668,67,1161
Russia,7/17/2020,Sakha (Yakutiya) Republic,5089,39,4623
Russia,7/17/2020,Sakhalin Oblast,1687,0,572
Russia,7/17/2020,Samara Oblast,6197,73,3883
Colombia,7/17/2020,San Andres y Providencia,29,0,23
Mexico,7/17/2020,San Luis Potosi,5399,301,4194
Peru,7/17/2020,San Martin,6905,189,0
Brazil,7/17/2020,Santa Catarina,51549,646,37027
Colombia,7/17/2020,Santander,1783,34,592
Brazil,7/17/2020,Sao Paulo,407415,19377,255768
Russia,7/17/2020,Saratov Oblast,8063,50,4620
Italy,7/17/2020,Sardegna,1377,134,1233
Canada,7/17/2020,Saskatchewan,936,15,793
Germany,7/17/2020,Schleswig-Holstein,3251,154,3000
UK,7/17/2020,Scotland,18401,2491,0
Brazil,7/17/2020,Sergipe,41888,1088,24533
Ukraine,7/17/2020,Sevastopol*,285,5,222
Mainland China,7/17/2020,Shaanxi,321,3,315
Mainland China,7/17/2020,Shandong,793,7,785
Mainland China,7/17/2020,Shanghai,732,7,691
Mainland China,7/17/2020,Shanxi,201,0,198
Japan,7/17/2020,Shiga,109,1,103
Japan,7/17/2020,Shimane,25,0,24
Japan,7/17/2020,Shizuoka,103,1,83
Mainland China,7/17/2020,Sichuan,599,3,590
Italy,7/17/2020,Sicilia,3136,283,2695
India,7/17/2020,Sikkim,266,0,90
Mexico,7/17/2020,Sinaloa,11037,1791,8698
Pakistan,7/17/2020,Sindh,111238,1952,88103
Netherlands,7/17/2020,Sint Maarten,79,15,63
Sweden,7/17/2020,Skane,3391,258,0
Russia,7/17/2020,Smolensk Oblast,5306,84,3241
Mexico,7/17/2020,Sonora,13721,1271,11793
Sweden,7/17/2020,Sormland,2341,248,0
Australia,7/17/2020,South Australia,444,4,440
US,7/17/2020,South Carolina,66060,1096,0
US,7/17/2020,South Dakota,7789,116,0
France,7/17/2020,St Martin,46,3,39
Russia,7/17/2020,Stavropol Krai,6625,126,4378
Sweden,7/17/2020,Stockholm,22600,2373,0
Colombia,7/17/2020,Sucre,3448,198,911
Ukraine,7/17/2020,Sumy Oblast,352,6,304
Russia,7/17/2020,Sverdlovsk Oblast,17285,188,11273
Mexico,7/17/2020,Tabasco,16566,1546,13411
Peru,7/17/2020,Tacna,1550,14,0
Mexico,7/17/2020,Tamaulipas,10499,681,8933
Russia,7/17/2020,Tambov Oblast,5443,30,4160
India,7/17/2020,Tamil Nadu,160907,2315,110807
Chile,7/17/2020,Tarapaca,7451,139,6660
Australia,7/17/2020,Tasmania,228,13,215
Russia,7/17/2020,Tatarstan Republic,5157,18,4073
India,7/17/2020,Telangana,42496,403,28705
US,7/17/2020,Tennessee,73819,815,0
Ukraine,7/17/2020,Ternopil Oblast,2358,34,1504
US,7/17/2020,Texas,317768,3820,0
Germany,7/17/2020,Thuringen,3318,182,3100
Mainland China,7/17/2020,Tianjin,203,3,195
Mainland China,7/17/2020,Tibet,1,0,1
Mexico,7/17/2020,Tlaxcala,3649,506,2882
Brazil,7/17/2020,Tocantins,16954,283,10314
Japan,7/17/2020,Tochigi,118,0,87
Japan,7/17/2020,Tokushima,10,1,4
Japan,7/17/2020,Tokyo,8943,326,6771
Colombia,7/17/2020,Tolima,1701,30,692
Russia,7/17/2020,Tomsk Oblast,3314,25,1836
Italy,7/17/2020,Toscana,10356,1129,8909
Japan,7/17/2020,Tottori,5,0,3
Japan,7/17/2020,Toyama,230,22,206
India,7/17/2020,Tripura,2366,3,1684
Russia,7/17/2020,Tula Oblast,7796,175,6355
Peru,7/17/2020,Tumbes,3490,129,0
UK,7/17/2020,Turks and Caicos Islands,74,2,12
Russia,7/17/2020,Tver Oblast,4211,111,3689
Russia,7/17/2020,Tyumen Oblast,4451,22,2867
Russia,7/17/2020,Tyva Republic,5614,45,2599
Peru,7/17/2020,Ucayali,9049,175,0
Russia,7/17/2020,Udmurt Republic,1966,19,1420
Russia,7/17/2020,Ulyanovsk Oblast,7596,59,4835
Italy,7/17/2020,Umbria,1454,80,1362
Chile,7/17/2020,Unknown,72,1,72
Colombia,7/17/2020,Unknown,0,0,0
Germany,7/17/2020,Unknown,1026,0,526
India,7/17/2020,Unknown,531,0,0
Japan,7/17/2020,Unknown,8,0,8
Netherlands,7/17/2020,Unknown,488,18,0
Peru,7/17/2020,Unknown,0,0,233982
Spain,7/17/2020,Unknown,0,0,0
UK,7/17/2020,Unknown,0,0,0
Sweden,7/17/2020,Uppsala,3501,238,0
US,7/17/2020,Utah,32572,235,0
Netherlands,7/17/2020,Utrecht,4137,429,0
India,7/17/2020,Uttar Pradesh,45163,1084,27634
India,7/17/2020,Uttarakhand,4102,51,3021
Italy,7/17/2020,Valle d'Aosta,1196,146,1048
Colombia,7/17/2020,Valle del Cauca,16592,635,8214
Chile,7/17/2020,Valparaiso,15261,407,13260
Sweden,7/17/2020,Varmland,1007,71,0
Sweden,7/17/2020,Vasterbotten,830,31,0
Sweden,7/17/2020,Vasternorrland,1643,122,0
Sweden,7/17/2020,Vastmanland,2556,175,0
Sweden,7/17/2020,Vastra Gotaland,17232,809,0
Colombia,7/17/2020,Vaupes,61,1,26
Italy,7/17/2020,Veneto,19525,2047,16976
Mexico,7/17/2020,Veracruz,15901,2137,12236
US,7/17/2020,Vermont,1334,56,0
Colombia,7/17/2020,Vichada,1,0,1
Australia,7/17/2020,Victoria,5353,34,2709
Ukraine,7/17/2020,Vinnytsia Oblast,2253,38,1711
US,7/17/2020,Virgin Islands,263,6,0
US,7/17/2020,Virginia,75433,2013,0
Russia,7/17/2020,Vladimir Oblast,5133,103,4354
Russia,7/17/2020,Volgograd Oblast,7879,52,4548
Russia,7/17/2020,Vologda Oblast,2032,19,1577
Ukraine,7/17/2020,Volyn Oblast,3188,74,2000
Russia,7/17/2020,Voronezh Oblast,9852,75,7283
Japan,7/17/2020,Wakayama,87,3,66
UK,7/17/2020,Wales,16887,1546,0
US,7/17/2020,Washington,45067,1434,0
India,7/17/2020,West Bengal,38011,1049,22253
US,7/17/2020,West Virginia,4783,100,0
Australia,7/17/2020,Western Australia,651,9,617
US,7/17/2020,Wisconsin,40507,833,0
US,7/17/2020,Wyoming,2069,24,0
Mainland China,7/17/2020,Xinjiang,77,3,73
Japan,7/17/2020,Yamagata,75,1,70
Japan,7/17/2020,Yamaguchi,41,0,37
Russia,7/17/2020,Yamalo-Nenets Autonomous Okrug,8965,59,3978
Japan,7/17/2020,Yamanashi,77,1,74
Russia,7/17/2020,Yaroslavl Oblast,5476,22,4733
Mexico,7/17/2020,Yucatan,6933,684,4948
Canada,7/17/2020,Yukon,13,0,11
Mainland China,7/17/2020,Yunnan,188,2,183
Russia,7/17/2020,Zabaykalsky Krai,3835,47,2996
Mexico,7/17/2020,Zacatecas,1707,157,1212
Ukraine,7/17/2020,Zakarpattia Oblast,4229,145,1499
Ukraine,7/17/2020,Zaporizhia Oblast,658,20,535
Netherlands,7/17/2020,Zeeland,771,69,0
Mainland China,7/17/2020,Zhejiang,1270,1,1267
Ukraine,7/17/2020,Zhytomyr Oblast,1580,34,1234
Netherlands,7/17/2020,Zuid-Holland,11786,1305,0
Afghanistan,7/18/2020,,35301,1164,23273
Albania,7/18/2020,,4008,111,2264
Algeria,7/18/2020,,22549,1068,15744
Andorra,7/18/2020,,880,52,803
Angola,7/18/2020,,687,29,210
Antigua and Barbuda,7/18/2020,,76,3,57
Argentina,7/18/2020,,122524,2220,52607
Armenia,7/18/2020,,34462,631,23123
Austria,7/18/2020,,19573,711,17501
Azerbaijan,7/18/2020,,27133,349,18450
Bahamas,7/18/2020,,138,11,91
Bahrain,7/18/2020,,36004,124,31765
Bangladesh,7/18/2020,,202066,2581,110098
Barbados,7/18/2020,,104,7,91
Belarus,7/18/2020,,65953,495,57856
Belgium,7/18/2020,,63706,9800,17289
Belize,7/18/2020,,40,2,22
Benin,7/18/2020,,1602,31,782
Bhutan,7/18/2020,,87,0,78
Bolivia,7/18/2020,,58138,2106,18200
Bosnia and Herzegovina,7/18/2020,,8161,246,3648
Botswana,7/18/2020,,522,1,48
Brunei,7/18/2020,,141,3,138
Bulgaria,7/18/2020,,8638,299,4081
Burkina Faso,7/18/2020,,1047,53,887
Burma,7/18/2020,,340,6,273
Burundi,7/18/2020,,310,1,207
Cabo Verde,7/18/2020,,2014,21,913
Cambodia,7/18/2020,,171,0,133
Cameroon,7/18/2020,,16157,373,13728
Central African Republic,7/18/2020,,4485,55,1348
Chad,7/18/2020,,889,75,800
Comoros,7/18/2020,,328,7,311
Congo (Brazzaville),7/18/2020,,2633,49,626
Congo (Kinshasa),7/18/2020,,8324,193,4313
Costa Rica,7/18/2020,,10551,54,2902
Croatia,7/18/2020,,4253,120,2929
Cuba,7/18/2020,,2445,87,2304
Cyprus,7/18/2020,,1037,19,845
Czech Republic,7/18/2020,,13855,358,8733
Denmark,7/18/2020,,13173,611,12209
Diamond Princess,7/18/2020,,712,13,651
Djibouti,7/18/2020,,5003,56,4809
Dominica,7/18/2020,,18,0,18
Dominican Republic,7/18/2020,,51519,971,24607
Ecuador,7/18/2020,,73382,5282,31757
Egypt,7/18/2020,,87172,4251,27868
El Salvador,7/18/2020,,11508,324,6560
Equatorial Guinea,7/18/2020,,3071,51,842
Eritrea,7/18/2020,,251,0,155
Estonia,7/18/2020,,2021,69,1912
Eswatini,7/18/2020,,1729,21,788
Ethiopia,7/18/2020,,9147,163,2430
Fiji,7/18/2020,,26,0,18
Finland,7/18/2020,,7318,328,6880
France,7/18/2020,,201285,30046,71639
Gabon,7/18/2020,,6315,46,3865
Gambia,7/18/2020,,93,4,49
Georgia,7/18/2020,,1018,15,895
Ghana,7/18/2020,,27060,145,23044
Greece,7/18/2020,,3983,194,1374
Grenada,7/18/2020,,23,0,23
Guatemala,7/18/2020,,38042,1449,23365
Guinea,7/18/2020,,6491,39,5257
Guinea-Bissau,7/18/2020,,1949,26,803
Guyana,7/18/2020,,327,19,163
Haiti,7/18/2020,,7053,146,3877
Holy See,7/18/2020,,12,0,12
Honduras,7/18/2020,,32793,891,3661
Hungary,7/18/2020,,4315,596,3222
Iceland,7/18/2020,,1922,10,1902
Indonesia,7/18/2020,,84882,4016,43268
Iran,7/18/2020,,271606,13979,235300
Iraq,7/18/2020,,90220,3691,58492
Ireland,7/18/2020,,25750,1753,23364
Israel,7/18/2020,,49365,401,21348
Ivory Coast,7/18/2020,,13912,91,8000
Jamaica,7/18/2020,,774,10,679
Jordan,7/18/2020,,1214,11,1022
Kazakhstan,7/18/2020,,68703,375,40256
Kenya,7/18/2020,,12750,225,4440
Kosovo,7/18/2020,,5617,130,2811
Kuwait,7/18/2020,,58904,407,49020
Kyrgyzstan,7/18/2020,,24606,900,10704
Laos,7/18/2020,,19,0,19
Latvia,7/18/2020,,1189,31,1022
Lebanon,7/18/2020,,2775,40,1485
Lesotho,7/18/2020,,359,6,69
Liberia,7/18/2020,,1088,70,519
Libya,7/18/2020,,1791,48,385
Liechtenstein,7/18/2020,,86,1,81
Lithuania,7/18/2020,,1915,80,1600
Luxembourg,7/18/2020,,5483,111,4333
MS Zaandam,7/18/2020,,9,2,0
Madagascar,7/18/2020,,6849,55,3339
Malawi,7/18/2020,,2810,55,1111
Malaysia,7/18/2020,,8764,122,8546
Maldives,7/18/2020,,2930,15,2354
Mali,7/18/2020,,2472,121,1809
Malta,7/18/2020,,675,9,662
Mauritania,7/18/2020,,5813,153,3279
Mauritius,7/18/2020,,343,10,331
Moldova,7/18/2020,,20794,680,14183
Monaco,7/18/2020,,109,4,98
Mongolia,7/18/2020,,287,0,213
Montenegro,7/18/2020,,2072,30,378
Morocco,7/18/2020,,17015,269,14620
Mozambique,7/18/2020,,1435,10,408
Namibia,7/18/2020,,1203,2,32
Nepal,7/18/2020,,17502,40,11637
New Zealand,7/18/2020,,1553,22,1506
Nicaragua,7/18/2020,,3147,99,2282
Niger,7/18/2020,,1104,69,1014
Nigeria,7/18/2020,,36107,778,14938
North Macedonia,7/18/2020,,9026,414,4727
Norway,7/18/2020,,9028,255,8138
Oman,7/18/2020,,65504,308,42772
Panama,7/18/2020,,52261,1071,27494
Papua New Guinea,7/18/2020,,16,0,8
Paraguay,7/18/2020,,3629,29,1643
Philippines,7/18/2020,,65304,1773,22067
Poland,7/18/2020,,39746,1618,29924
Portugal,7/18/2020,,48390,1684,33153
Qatar,7/18/2020,,106308,154,103023
Romania,7/18/2020,,36691,2009,22488
Rwanda,7/18/2020,,1539,5,819
Saint Kitts and Nevis,7/18/2020,,17,0,15
Saint Lucia,7/18/2020,,23,0,19
Saint Vincent and the Grenadines,7/18/2020,,38,0,29
San Marino,7/18/2020,,699,42,656
Sao Tome and Principe,7/18/2020,,743,14,337
Saudi Arabia,7/18/2020,,248416,2447,194218
Senegal,7/18/2020,,8669,163,5859
Serbia,7/18/2020,,20498,461,15179
Seychelles,7/18/2020,,108,0,27
Sierra Leone,7/18/2020,,1701,65,1237
Singapore,7/18/2020,,47655,27,43833
Slovakia,7/18/2020,,1976,28,1523
Slovenia,7/18/2020,,1940,111,1568
Somalia,7/18/2020,,3111,93,1452
South Africa,7/18/2020,,350879,4948,182230
South Korea,7/18/2020,,13745,295,12556
South Sudan,7/18/2020,,2191,43,1175
Sri Lanka,7/18/2020,,2703,11,2023
Sudan,7/18/2020,,10682,673,5637
Suriname,7/18/2020,,1001,20,610
Switzerland,7/18/2020,,33492,1969,29900
Syria,7/18/2020,,496,25,144
Taiwan,7/18/2020,,451,7,440
Tajikistan,7/18/2020,,6834,57,5529
Tanzania,7/18/2020,,509,21,183
Thailand,7/18/2020,,3246,58,3096
Timor-Leste,7/18/2020,,24,0,24
Togo,7/18/2020,,774,15,548
Trinidad and Tobago,7/18/2020,,137,8,124
Tunisia,7/18/2020,,1348,50,1095
Turkey,7/18/2020,,218717,5475,201013
Uganda,7/18/2020,,1062,0,1023
United Arab Emirates,7/18/2020,,56711,338,48917
Uruguay,7/18/2020,,1044,33,921
Uzbekistan,7/18/2020,,16186,83,9127
Venezuela,7/18/2020,,11483,110,3972
Vietnam,7/18/2020,,382,0,357
West Bank and Gaza,7/18/2020,,8204,59,1596
Western Sahara,7/18/2020,,10,1,8
Yemen,7/18/2020,,1581,443,701
Zambia,7/18/2020,,2980,120,1462
Zimbabwe,7/18/2020,,1478,25,439
Italy,7/18/2020,Abruzzo,3335,468,2750
Brazil,7/18/2020,Acre,17202,457,9697
Russia,7/18/2020,Adygea Republic,2344,16,1891
Mexico,7/18/2020,Aguascalientes,3378,207,2770
Japan,7/18/2020,Aichi,617,34,485
Japan,7/18/2020,Akita,16,0,16
US,7/18/2020,Alabama,65234,1286,0
Brazil,7/18/2020,Alagoas,49583,1381,43005
US,7/18/2020,Alaska,1796,18,0
Canada,7/18/2020,Alberta,9219,167,8193
Russia,7/18/2020,Altai Krai,7184,56,4607
Russia,7/18/2020,Altai Republic,1217,1,741
Brazil,7/18/2020,Amapa,33585,505,22346
Brazil,7/18/2020,Amazonas,90534,3129,76009
Colombia,7/18/2020,Amazonas,2454,101,2265
Peru,7/18/2020,Amazonas,3534,96,0
Russia,7/18/2020,Amur Oblast,2354,31,1427
Peru,7/18/2020,Ancash,9926,565,0
Spain,7/18/2020,Andalusia,13731,1435,10671
India,7/18/2020,Andaman and Nicobar Islands,198,0,145
India,7/18/2020,Andhra Pradesh,44609,586,21763
UK,7/18/2020,Anguilla,3,0,3
Mainland China,7/18/2020,Anhui,991,6,985
Colombia,7/18/2020,Antioquia,14686,182,3865
Chile,7/18/2020,Antofagasta,12907,279,11068
Japan,7/18/2020,Aomori,34,1,26
Peru,7/18/2020,Apurimac,668,23,0
Spain,7/18/2020,Aragon,7639,915,3772
Colombia,7/18/2020,Arauca,161,0,81
Chile,7/18/2020,Araucania,3702,71,3445
Peru,7/18/2020,Arequipa,9560,474,0
Chile,7/18/2020,Arica y Parinacota,3012,35,2199
US,7/18/2020,Arizona,141265,2730,0
US,7/18/2020,Arkansas,32533,357,0
Russia,7/18/2020,Arkhangelsk Oblast,7712,129,5452
Netherlands,7/18/2020,Aruba,111,3,100
Hong Kong,1/22/2020,Hong Kong,0,0,0
Japan,1/22/2020,,2,0,0
Macau,1/22/2020,Macau,1,0,0
Mainland China,1/22/2020,Anhui,1,0,0
Mainland China,1/22/2020,Beijing,14,0,0
Mainland China,1/22/2020,Chongqing,6,0,0
Mainland China,1/22/2020,Fujian,1,0,0
Mainland China,1/22/2020,Gansu,0,0,0
Mainland China,1/22/2020,Guangdong,26,0,0
Mainland China,1/22/2020,Guangxi,2,0,0
Mainland China,1/22/2020,Guizhou,1,0,0
Mainland China,1/22/2020,Hainan,4,0,0
Mainland China,1/22/2020,Hebei,1,0,0
Mainland China,1/22/2020,Heilongjiang,0,0,0
Mainland China,1/22/2020,Henan,5,0,0
Mainland China,1/22/2020,Hubei,444,17,28
Mainland China,1/22/2020,Hunan,4,0,0
Mainland China,1/22/2020,Inner Mongolia,0,0,0
Mainland China,1/22/2020,Jiangsu,1,0,0
Mainland China,1/22/2020,Jiangxi,2,0,0
Mainland China,1/22/2020,Jilin,0,0,0
Mainland China,1/22/2020,Liaoning,2,0,0
Mainland China,1/22/2020,Ningxia,1,0,0
Mainland China,1/22/2020,Qinghai,0,0,0
Mainland China,1/22/2020,Shaanxi,0,0,0
Mainland China,1/22/2020,Shandong,2,0,0
Mainland China,1/22/2020,Shanghai,9,0,0
Mainland China,1/22/2020,Shanxi,1,0,0
Mainland China,1/22/2020,Sichuan,5,0,0
Mainland China,1/22/2020,Tianjin,4,0,0
Mainland China,1/22/2020,Tibet,0,0,0
Mainland China,1/22/2020,Xinjiang,0,0,0
Mainland China,1/22/2020,Yunnan,1,0,0
Mainland China,1/22/2020,Zhejiang,10,0,0
South Korea,1/22/2020,,1,0,0
Taiwan,1/22/2020,Taiwan,1,0,0
Thailand,1/22/2020,,2,0,0
US,1/22/2020,Washington,1,0,0
Australia,1/23/2020,,0,0,0
Brazil,1/23/2020,,0,0,0
Colombia,1/23/2020,,0,0,0
Hong Kong,1/23/2020,Hong Kong,2,0,0
Japan,1/23/2020,,1,0,0
Macau,1/23/2020,Macau,2,0,0
Mainland China,1/23/2020,Anhui,9,0,0
Mainland China,1/23/2020,Beijing,22,0,0
Mainland China,1/23/2020,Chongqing,9,0,0
Mainland China,1/23/2020,Fujian,5,0,0
Mainland China,1/23/2020,Gansu,2,0,0
Mainland China,1/23/2020,Guangdong,32,0,2
Mainland China,1/23/2020,Guangxi,5,0,0
Mainland China,1/23/2020,Guizhou,3,0,0
Mainland China,1/23/2020,Hainan,5,0,0
Mainland China,1/23/2020,Hebei,1,1,0
Mainland China,1/23/2020,Heilongjiang,2,0,0
Mainland China,1/23/2020,Henan,5,0,0
Mainland China,1/23/2020,Hubei,444,17,28
Mainland China,1/23/2020,Hunan,9,0,0
Mainland China,1/23/2020,Inner Mongolia,0,0,0
Mainland China,1/23/2020,Jiangsu,5,0,0
Mainland China,1/23/2020,Jiangxi,7,0,0
Mainland China,1/23/2020,Jilin,1,0,0
Mainland China,1/23/2020,Liaoning,3,0,0
Mainland China,1/23/2020,Ningxia,1,0,0
Mainland China,1/23/2020,Qinghai,0,0,0
Mainland China,1/23/2020,Shaanxi,3,0,0
Mainland China,1/23/2020,Shandong,6,0,0
Mainland China,1/23/2020,Shanghai,16,0,0
Mainland China,1/23/2020,Shanxi,1,0,0
Mainland China,1/23/2020,Sichuan,8,0,0
Mainland China,1/23/2020,Tianjin,4,0,0
Mainland China,1/23/2020,Tibet,0,0,0
Mainland China,1/23/2020,Xinjiang,2,0,0
Mainland China,1/23/2020,Yunnan,2,0,0
Mainland China,1/23/2020,Zhejiang,27,0,0
Malaysia,1/23/2020,,0,0,0
Mexico,1/23/2020,,0,0,0
Philippines,1/23/2020,,0,0,0
Singapore,1/23/2020,,1,0,0
South Korea,1/23/2020,,1,0,0
Taiwan,1/23/2020,Taiwan,1,0,0
Thailand,1/23/2020,,3,0,0
US,1/23/2020,Washington,1,0,0
Vietnam,1/23/2020,,2,0,0
France,1/24/2020,,2,0,0
Hong Kong,1/24/2020,Hong Kong,2,0,0
Japan,1/24/2020,,2,0,0
Macau,1/24/2020,Macau,2,0,0
Mainland China,1/24/2020,Anhui,15,0,0
Mainland China,1/24/2020,Beijing,36,0,1
Mainland China,1/24/2020,Chongqing,27,0,0
Mainland China,1/24/2020,Fujian,10,0,0
Mainland China,1/24/2020,Gansu,2,0,0
Mainland China,1/24/2020,Guangdong,53,0,2
Mainland China,1/24/2020,Guangxi,23,0,0
Mainland China,1/24/2020,Guizhou,3,0,0
Mainland China,1/24/2020,Hainan,8,0,0
Mainland China,1/24/2020,Hebei,2,1,0
Mainland China,1/24/2020,Heilongjiang,4,1,0
Mainland China,1/24/2020,Henan,9,0,0
Mainland China,1/24/2020,Hubei,549,24,31
Mainland China,1/24/2020,Hunan,24,0,0
Mainland China,1/24/2020,Inner Mongolia,1,0,0
Mainland China,1/24/2020,Jiangsu,9,0,0
Mainland China,1/24/2020,Jiangxi,18,0,0
Mainland China,1/24/2020,Jilin,3,0,0
Mainland China,1/24/2020,Liaoning,4,0,0
Mainland China,1/24/2020,Ningxia,2,0,0
Mainland China,1/24/2020,Qinghai,0,0,0
Mainland China,1/24/2020,Shaanxi,5,0,0
Mainland China,1/24/2020,Shandong,15,0,0
Mainland China,1/24/2020,Shanghai,20,0,1
Mainland China,1/24/2020,Shanxi,1,0,0
Mainland China,1/24/2020,Sichuan,15,0,0
Mainland China,1/24/2020,Tianjin,8,0,0
Mainland China,1/24/2020,Xinjiang,2,0,0
Mainland China,1/24/2020,Yunnan,5,0,0
Mainland China,1/24/2020,Zhejiang,43,0,1
Singapore,1/24/2020,,3,0,0
South Korea,1/24/2020,,2,0,0
Taiwan,1/24/2020,Taiwan,3,0,0
Thailand,1/24/2020,,5,0,0
US,1/24/2020,Chicago,1,0,0
US,1/24/2020,Washington,1,0,0
Vietnam,1/24/2020,,2,0,0
Australia,1/25/2020,,4,0,0
France,1/25/2020,,3,0,0
Hong Kong,1/25/2020,Hong Kong,5,0,0
Japan,1/25/2020,,2,0,0
Macau,1/25/2020,Macau,2,0,0
Mainland China,1/25/2020,Anhui,39,0,0
Mainland China,1/25/2020,Beijing,41,0,2
Mainland China,1/25/2020,Chongqing,57,0,0
Mainland China,1/25/2020,Fujian,18,0,0
Mainland China,1/25/2020,Gansu,4,0,0
Mainland China,1/25/2020,Guangdong,78,0,2
Mainland China,1/25/2020,Guangxi,23,0,0
Mainland China,1/25/2020,Guizhou,4,0,0
Mainland China,1/25/2020,Hainan,19,0,0
Mainland China,1/25/2020,Hebei,8,1,0
Mainland China,1/25/2020,Heilongjiang,9,1,0
Mainland China,1/25/2020,Henan,32,0,0
Mainland China,1/25/2020,Hubei,761,40,32
Mainland China,1/25/2020,Hunan,43,0,0
Mainland China,1/25/2020,Inner Mongolia,7,0,0
Mainland China,1/25/2020,Jiangsu,18,0,1
Mainland China,1/25/2020,Jiangxi,18,0,0
Mainland China,1/25/2020,Jilin,4,0,0
Mainland China,1/25/2020,Liaoning,17,0,0
Mainland China,1/25/2020,Ningxia,3,0,0
Mainland China,1/25/2020,Qinghai,1,0,0
Mainland China,1/25/2020,Shaanxi,15,0,0
Mainland China,1/25/2020,Shandong,27,0,0
Mainland China,1/25/2020,Shanghai,33,0,1
Mainland China,1/25/2020,Shanxi,6,0,0
